,"(0,0)","(0,1)","(0,2)","(1,0)","(1,1)","(1,2)","(2,0)","(2,1)","(2,2)",Winner
4274,1,2,2,2,2,1,1,1,2,0
4275,2,2,0,2,1,1,2,0,1,2
4276,2,0,1,0,0,1,2,0,1,1
4277,1,2,1,2,1,2,2,1,2,0
4278,2,2,1,2,1,1,2,2,1,1
4279,1,2,2,2,1,1,1,2,2,0
4280,2,2,1,0,2,1,1,0,2,2
4281,1,2,1,1,0,0,1,2,2,1
4282,2,1,2,2,2,1,1,1,2,2
4283,2,1,1,2,1,2,1,2,2,1
4284,2,1,1,2,2,1,2,2,1,1
4285,2,1,1,2,2,2,1,1,1,1
4286,0,0,2,0,2,1,2,0,1,2
4287,0,0,2,2,2,1,1,1,1,1
4288,1,1,2,2,1,1,2,2,2,2
4289,2,1,1,2,1,1,2,1,2,1
4290,1,2,1,1,2,1,2,1,2,0
4291,2,0,2,2,2,0,1,1,1,1
4292,2,2,2,1,0,1,0,2,1,2
4293,1,1,2,1,2,2,2,2,1,2
4294,2,1,2,1,1,2,1,2,1,0
4295,1,0,2,1,2,0,1,0,0,1
4296,1,2,1,2,2,2,1,1,2,2
4297,2,2,1,1,2,2,1,1,1,1
4298,2,1,2,1,1,1,2,2,1,1
4299,2,1,2,1,2,2,1,2,1,0
4300,2,2,2,1,2,2,1,1,1,1
4301,2,1,2,2,1,1,2,1,1,1
4302,2,1,2,2,1,1,2,1,2,1
4303,1,2,2,2,1,1,2,1,1,1
4304,1,1,1,2,2,0,2,0,1,1
4305,2,2,2,1,0,0,0,1,0,2
4306,1,2,0,1,2,2,1,2,0,2
4307,1,2,1,2,2,1,2,1,2,0
4308,1,2,2,1,2,1,1,2,2,2
4309,1,2,0,2,1,2,0,1,1,1
4310,1,2,0,1,2,2,0,2,1,2
4311,2,0,0,2,1,0,2,0,1,2
4312,1,1,1,0,2,2,0,2,1,1
4313,1,2,1,2,1,1,2,2,2,2
4314,0,1,2,0,2,1,2,1,2,2
4315,1,2,2,1,1,1,2,2,1,1
4316,2,1,1,2,1,2,2,2,1,2
4317,2,1,2,1,2,1,2,1,1,2
4318,0,1,1,2,2,2,1,0,1,2
4319,1,1,1,0,2,2,1,2,0,1
4320,1,1,2,1,1,2,1,2,2,2
4321,2,1,1,2,0,2,2,1,0,2
4322,1,2,2,1,2,1,1,2,2,2
4323,0,1,0,1,1,2,2,2,2,2
4324,2,1,1,1,2,2,2,2,1,0
4325,1,0,0,1,2,1,2,2,2,2
4326,2,0,0,2,1,1,2,0,0,2
4327,1,1,1,1,2,1,2,2,2,2
4328,1,1,0,2,2,2,1,0,2,2
4329,1,1,2,2,2,1,2,1,1,2
4330,0,1,0,2,1,2,1,1,2,1
4331,2,1,2,2,1,1,1,2,2,0
4332,2,2,2,1,1,2,1,1,1,1
4333,1,1,1,2,2,1,2,1,2,1
4334,2,1,2,0,1,2,0,1,2,2
4335,1,1,2,2,2,1,2,1,1,2
4336,1,1,2,0,0,2,2,1,2,2
4337,2,1,2,2,2,1,1,1,1,1
4338,1,0,2,0,1,2,2,1,2,2
4339,0,1,2,2,1,0,2,1,1,1
4340,1,1,2,2,2,1,1,1,2,0
4341,2,1,1,2,2,1,1,2,2,2
4342,2,2,2,0,1,1,0,2,1,2
4343,0,2,2,0,0,0,1,1,1,1
4344,1,2,1,1,1,2,2,2,1,1
4345,2,2,2,1,2,1,1,1,1,1
4346,1,0,2,1,0,1,2,2,2,2
4347,1,0,0,1,1,2,2,2,1,1
4348,2,2,2,2,1,1,1,2,1,2
4349,1,2,2,2,1,1,2,2,1,1
4350,1,1,2,1,2,2,2,2,1,2
4351,1,2,2,2,1,1,1,2,1,1
4352,1,1,1,2,1,2,2,2,2,2
4353,2,1,2,1,1,2,2,1,2,2
4354,2,1,1,2,1,2,0,1,0,1
4355,2,0,1,2,1,0,1,0,0,1
4356,1,1,2,2,2,1,1,1,2,0
4357,2,1,1,2,1,0,2,1,0,1
4358,2,2,2,1,0,1,2,1,0,2
4359,2,1,2,2,1,2,1,2,1,0
4360,1,1,1,1,2,2,2,2,2,2
4361,2,2,0,0,2,1,1,1,2,2
4362,2,1,1,2,2,2,1,2,1,2
4363,2,2,1,1,0,1,2,0,1,1
4364,1,0,2,2,1,2,0,1,2,2
4365,2,2,1,1,1,2,2,2,1,0
4366,2,0,1,2,1,1,2,1,0,2
4367,2,2,2,1,1,1,1,2,1,1
4368,0,0,0,1,1,1,2,2,0,1
4369,1,1,1,2,2,2,1,2,1,2
4370,2,1,2,2,1,1,2,1,2,1
4371,1,1,0,2,1,0,2,1,2,1
4372,2,1,2,1,2,2,1,2,1,0
4373,2,1,2,1,1,2,2,2,1,0
4374,2,0,1,0,0,1,0,2,1,1
4375,2,0,0,2,2,2,1,1,1,1
4376,2,2,1,0,0,1,1,2,1,1
4377,2,0,1,0,2,0,0,1,2,2
4378,2,1,0,2,1,2,1,1,0,1
4379,0,0,1,1,1,1,2,2,2,2
4380,1,1,1,2,2,2,2,2,1,2
4381,2,1,1,2,0,1,2,0,2,2
4382,1,0,1,2,2,2,1,1,0,2
4383,0,2,1,1,2,2,1,2,0,2
4384,2,1,2,1,2,2,1,1,1,1
4385,2,2,1,1,1,2,2,1,2,0
4386,1,0,2,1,0,0,1,2,0,1
4387,2,1,2,1,1,2,2,1,1,1
4388,2,2,1,2,2,2,1,1,1,1
4389,2,1,1,1,2,1,2,1,2,2
4390,1,2,2,1,2,1,1,2,2,2
4391,0,1,1,0,2,1,2,2,1,1
4392,2,0,1,0,2,1,1,2,1,1
4393,1,2,1,1,2,1,2,2,1,1
4394,1,2,1,2,1,0,1,0,2,1
4395,1,2,1,1,2,1,2,2,1,1
4396,2,1,1,2,1,2,2,2,1,2
4397,2,0,1,0,0,1,0,2,1,1
4398,2,0,1,0,2,1,2,2,1,1
4399,2,1,2,2,1,1,1,2,1,0
4400,2,1,1,2,1,2,1,2,2,1
4401,2,1,2,2,1,1,1,1,2,1
4402,2,1,1,1,2,1,2,1,2,2
4403,1,2,1,1,2,2,2,1,2,0
4404,2,1,2,2,1,2,1,2,1,0
4405,0,1,1,2,2,2,2,0,1,2
4406,1,2,2,2,2,1,1,1,2,0
4407,0,0,2,1,0,2,0,1,2,2
4408,2,1,0,2,1,1,2,0,1,2
4409,2,1,2,1,1,2,2,2,1,0
4410,0,2,1,2,0,1,1,2,1,1
4411,1,0,1,2,1,2,0,2,1,1
4412,1,2,2,2,1,1,2,2,1,1
4413,2,0,1,2,1,0,1,2,2,1
4414,2,1,1,2,2,2,2,1,1,2
4415,0,2,0,0,2,1,0,2,1,2
4416,2,1,1,2,2,2,1,2,1,2
4417,2,1,1,1,2,2,2,1,2,2
4418,2,1,0,2,1,1,2,0,2,2
4419,2,2,2,0,0,1,0,1,0,2
4420,2,2,1,1,2,1,1,2,1,1
4421,1,1,2,2,2,1,2,1,2,2
4422,0,0,2,1,1,1,2,1,2,1
4423,2,0,2,1,1,1,2,1,0,1
4424,2,2,1,1,2,1,2,1,1,1
4425,1,2,2,2,2,2,1,1,1,1
4426,2,0,1,2,1,2,1,0,2,1
4427,2,1,1,2,2,1,2,1,2,2
4428,2,1,1,0,2,0,2,1,2,2
4429,1,2,1,2,2,1,1,1,2,0
4430,1,1,1,2,0,0,0,2,0,1
4431,1,2,1,1,2,2,1,2,2,2
4432,2,2,1,1,1,1,2,1,2,1
4433,1,1,1,0,0,2,2,0,0,1
4434,1,1,0,2,2,2,2,1,0,2
4435,2,2,1,1,2,2,1,1,2,2
4436,1,1,2,2,1,1,2,2,2,2
4437,1,2,2,1,1,0,1,0,2,1
4438,2,1,2,1,1,2,1,2,1,0
4439,1,2,2,1,2,1,1,1,2,1
4440,2,1,2,2,1,2,1,2,1,0
4441,2,1,1,1,1,1,2,2,2,2
4442,1,2,2,2,1,2,1,1,2,2
4443,2,0,1,2,1,2,1,2,0,1
4444,1,1,1,1,1,2,2,2,2,2
4445,1,1,2,2,1,1,2,2,2,2
4446,1,2,1,1,1,2,2,2,2,2
4447,2,1,2,2,2,1,1,1,1,1
4448,1,2,2,2,2,1,1,2,1,2
4449,1,1,2,2,1,0,0,2,1,1
4450,2,2,1,1,2,1,1,1,2,2
4451,2,1,1,1,1,2,2,1,2,1
4452,2,1,1,2,2,1,1,2,2,2
4453,2,1,2,2,1,2,1,1,1,1
4454,2,1,1,1,1,2,2,1,2,1
4455,2,2,1,1,1,2,1,2,2,1
4456,2,2,1,1,1,2,1,2,1,1
4457,2,2,1,2,2,1,1,1,2,2
4458,2,0,1,1,0,1,2,2,1,1
4459,2,0,2,1,1,1,2,0,1,1
4460,1,2,2,1,2,1,2,1,1,2
4461,2,2,1,1,1,1,1,2,2,1
4462,2,1,2,2,1,1,2,1,1,1
4463,1,2,2,2,2,2,1,1,1,1
4464,1,2,2,1,1,2,1,1,2,2
4465,2,2,1,1,2,2,2,1,1,0
4466,0,1,2,0,1,0,2,1,0,1
4467,0,0,2,1,2,1,2,1,1,2
4468,2,1,0,0,2,1,1,1,2,2
4469,2,2,0,0,0,0,1,1,1,1
4470,1,2,1,1,1,2,2,2,1,1
4471,2,1,1,2,1,2,2,1,1,1
4472,2,1,0,1,2,1,0,1,2,2
4473,1,2,2,2,2,1,2,1,1,2
4474,1,2,2,2,1,1,1,2,1,1
4475,1,1,2,2,2,1,1,2,2,0
4476,2,2,2,2,1,1,1,2,1,2
4477,0,1,2,0,1,0,2,1,0,1
4478,0,2,1,2,2,2,1,0,1,2
4479,0,2,1,2,2,2,1,0,1,2
4480,1,2,2,2,1,2,1,2,1,1
4481,2,2,1,2,1,2,1,1,2,1
4482,2,2,2,0,1,1,1,1,0,2
4483,1,1,0,1,0,1,2,2,2,2
4484,2,2,2,2,1,1,1,1,2,2
4485,1,2,1,2,1,1,2,1,2,0
4486,2,1,1,1,2,1,1,2,2,2
4487,1,1,2,1,2,2,1,0,0,1
4488,2,1,1,1,1,1,2,2,2,2
4489,1,1,1,0,2,0,0,0,2,1
4490,2,1,1,2,1,0,2,2,0,2
4491,1,1,2,1,2,2,1,1,2,2
4492,1,2,2,1,2,2,1,1,1,1
4493,2,1,0,2,0,2,2,1,1,2
4494,1,1,2,2,2,1,2,1,1,2
4495,2,2,1,1,0,1,0,2,1,1
4496,2,2,1,2,1,2,1,1,2,1
4497,2,2,1,1,1,1,2,1,2,1
4498,0,2,2,0,2,1,1,2,1,2
4499,2,2,1,1,1,1,2,1,2,1
4500,2,1,1,1,1,2,2,2,1,0
4501,0,0,1,2,2,2,1,1,2,2
4502,1,2,2,1,0,0,1,1,2,1
4503,0,2,0,1,2,1,0,2,0,2
4504,2,1,2,2,1,1,2,2,1,2
4505,1,2,2,2,2,1,1,1,2,0
4506,0,2,2,1,2,1,2,0,1,2
4507,2,1,2,1,2,1,1,1,2,2
4508,1,2,1,1,1,2,2,1,2,0
4509,2,1,2,2,1,1,2,2,1,2
4510,1,0,2,1,2,0,2,0,0,2
4511,1,2,2,2,2,1,1,1,2,0
4512,2,2,1,1,2,1,0,0,2,2
4513,0,1,2,0,1,2,2,1,2,2
4514,1,2,0,1,2,0,1,1,2,1
4515,1,1,2,2,1,2,2,1,2,2
4516,2,1,0,0,1,2,2,1,2,1
4517,2,2,2,1,2,1,1,1,1,1
4518,0,2,1,2,1,2,1,0,1,1
4519,1,2,1,2,1,2,2,2,1,1
4520,0,0,2,1,1,1,0,0,2,1
4521,2,2,2,0,1,0,0,0,1,2
4522,0,0,0,2,2,0,1,1,1,1
4523,2,0,1,2,0,2,2,1,1,2
4524,2,1,1,2,1,2,1,1,2,1
4525,0,0,0,2,2,2,1,1,0,2
4526,1,2,2,1,2,0,0,2,1,2
4527,2,1,1,1,2,1,2,1,2,2
4528,1,0,2,0,2,2,2,1,1,2
4529,1,1,2,2,1,1,2,2,1,1
4530,2,1,1,1,1,1,2,2,2,2
4531,2,1,2,2,1,1,1,2,2,0
4532,2,2,1,1,1,2,1,0,0,1
4533,0,2,2,0,2,1,2,1,1,2
4534,2,1,2,1,2,1,1,2,1,0
4535,2,2,2,0,0,1,0,0,1,2
4536,1,2,1,1,2,1,0,2,0,2
4537,2,0,1,0,2,1,0,0,2,2
4538,2,2,1,2,1,2,1,1,2,1
4539,1,0,0,1,2,0,1,2,0,1
4540,2,1,1,1,2,2,1,1,2,2
4541,1,2,2,0,2,0,1,2,1,2
4542,0,0,1,1,0,0,2,2,2,2
4543,1,2,1,1,2,2,2,1,1,0
4544,0,1,2,2,1,2,0,1,1,1
4545,0,0,1,1,1,2,2,2,2,2
4546,1,1,2,2,1,2,1,2,1,1
4547,2,2,2,1,2,1,1,2,1,2
4548,2,2,2,1,1,2,1,2,1,2
4549,2,2,1,2,1,1,2,2,1,1
4550,1,0,1,2,2,1,2,0,1,1
4551,2,1,1,1,1,2,2,1,2,1
4552,0,1,0,0,1,2,2,1,0,1
4553,2,0,2,0,0,0,1,1,1,1
4554,2,2,2,1,1,2,1,1,1,1
4555,1,1,0,0,0,0,2,2,2,2
4556,2,1,2,2,2,1,1,2,1,0
4557,2,2,2,1,1,1,1,2,1,1
4558,2,2,1,0,0,1,0,0,1,1
4559,1,1,1,1,2,2,2,2,2,2
4560,2,2,1,1,1,1,2,1,2,1
4561,2,1,1,1,1,2,1,2,2,1
4562,0,2,0,1,2,0,0,2,1,2
4563,1,0,0,2,2,2,1,1,1,1
4564,1,1,1,1,1,2,2,2,2,2
4565,0,1,2,1,0,2,1,1,2,2
4566,2,1,0,0,1,1,2,1,2,1
4567,2,2,1,2,1,0,1,0,1,1
4568,0,2,1,1,1,2,1,0,2,1
4569,2,1,1,1,2,2,2,1,1,0
4570,2,2,1,0,1,0,1,2,1,1
4571,2,2,1,1,1,2,1,1,2,1
4572,2,2,2,1,1,1,1,2,1,1
4573,2,0,2,2,1,0,2,1,1,2
4574,1,1,2,2,2,2,1,2,1,2
4575,1,0,2,2,1,2,1,0,2,2
4576,2,1,2,2,2,2,1,1,1,1
4577,2,0,1,1,2,0,0,0,2,2
4578,0,1,2,2,2,0,2,1,1,2
4579,1,2,2,1,1,2,1,2,2,2
4580,2,2,1,1,2,1,1,2,1,1
4581,1,0,0,2,2,2,1,0,0,2
4582,0,0,1,0,1,2,1,0,2,1
4583,2,1,2,2,1,1,2,1,2,1
4584,2,2,2,2,1,1,2,1,1,2
4585,1,2,1,2,2,1,1,1,2,0
4586,1,1,1,2,2,0,2,1,0,1
4587,1,2,2,2,1,2,1,1,2,2
4588,2,0,1,0,2,0,1,0,2,2
4589,1,2,2,2,1,2,1,2,1,1
4590,0,1,0,2,1,0,2,1,0,1
4591,1,1,1,1,2,1,2,2,2,2
4592,2,1,2,1,2,1,1,1,2,2
4593,1,1,2,2,1,1,2,2,2,2
4594,1,2,2,1,2,1,2,1,1,2
4595,2,0,2,2,2,0,1,1,1,1
4596,1,2,1,1,2,2,2,1,1,0
4597,2,0,1,0,2,0,0,1,2,2
4598,2,2,1,2,1,0,1,0,2,1
4599,1,2,1,2,1,1,2,1,2,0
4600,1,1,1,2,2,1,2,2,2,2
4601,1,1,2,2,1,2,1,2,2,2
4602,2,1,1,1,1,1,2,2,2,2
4603,2,2,1,1,1,2,2,1,1,0
4604,1,2,2,2,1,1,2,1,1,1
4605,2,2,1,2,1,1,2,2,1,1
4606,2,1,0,0,2,2,1,1,2,2
4607,1,1,1,0,1,2,0,2,2,1
4608,1,2,1,2,1,1,2,1,2,0
4609,2,2,2,0,1,0,1,1,1,1
4610,0,0,1,2,2,2,0,1,0,2
4611,0,1,2,0,1,2,1,2,2,2
4612,0,2,2,1,2,1,2,0,1,2
4613,2,0,1,2,1,0,1,2,1,1
4614,2,2,2,1,1,2,2,1,1,2
4615,0,2,2,1,1,1,0,2,2,1
4616,2,1,1,1,1,2,1,2,2,1
4617,1,0,0,2,1,0,0,2,1,1
4618,1,1,1,2,2,0,0,0,0,1
4619,2,2,1,1,1,2,2,1,2,0
4620,1,1,1,0,2,0,0,0,2,1
4621,1,1,2,1,2,2,2,1,1,2
4622,1,1,1,0,0,2,0,2,0,1
4623,1,1,1,1,2,2,2,2,2,2
4624,2,0,1,1,2,2,1,0,2,2
4625,2,1,1,0,2,0,0,0,2,2
4626,1,2,2,2,1,1,1,1,2,0
4627,2,0,1,0,2,2,1,1,1,1
4628,2,1,2,2,1,1,1,2,1,0
4629,2,1,1,1,1,2,2,1,2,1
4630,0,0,2,1,2,1,2,1,2,2
4631,0,2,1,1,2,0,2,2,1,2
4632,2,1,1,1,2,2,1,2,2,2
4633,1,2,1,1,1,1,2,2,2,2
4634,2,1,2,1,2,2,1,2,1,0
4635,2,2,2,2,1,2,1,1,1,1
4636,2,2,1,1,1,2,2,2,1,0
4637,1,1,1,1,2,2,2,1,2,1
4638,2,2,0,2,0,1,1,1,1,1
4639,0,1,2,1,1,2,2,0,2,2
4640,2,1,1,2,2,1,2,2,1,1
4641,2,1,2,1,2,1,1,2,1,0
4642,2,2,1,1,2,1,2,1,1,1
4643,2,1,2,2,1,1,1,2,1,0
4644,1,0,2,2,1,2,1,0,2,2
4645,1,2,0,2,0,2,1,1,1,1
4646,0,1,2,1,1,2,2,0,2,2
4647,2,1,1,2,2,2,1,1,1,1
4648,2,2,1,2,1,0,1,0,1,1
4649,0,2,1,1,2,1,2,0,1,1
4650,1,2,1,2,1,2,1,1,2,1
4651,1,2,1,2,1,1,1,2,2,1
4652,2,2,1,2,2,1,2,1,1,1
4653,1,2,2,1,1,2,0,0,2,2
4654,2,2,2,1,1,1,1,1,2,1
4655,2,0,1,2,0,2,2,1,1,2
4656,1,2,1,1,2,2,1,2,1,2
4657,1,0,2,1,1,0,1,2,2,1
4658,2,1,1,1,1,2,1,2,2,1
4659,1,1,1,1,2,0,2,0,2,1
4660,2,2,1,1,1,2,2,1,2,0
4661,2,1,1,2,2,1,1,1,2,2
4662,0,0,1,2,2,1,0,0,1,1
4663,0,0,2,1,0,2,0,1,2,2
4664,0,2,1,0,2,0,1,2,0,2
4665,1,1,2,2,2,1,1,1,2,0
4666,2,1,2,2,1,2,1,2,1,0
4667,1,1,2,2,2,2,2,1,1,2
4668,2,1,2,1,1,1,2,2,2,2
4669,2,2,1,1,2,2,1,1,1,1
4670,1,0,2,1,2,1,1,0,2,1
4671,2,2,2,1,0,0,0,1,0,2
4672,1,0,1,1,2,2,1,2,0,1
4673,2,1,2,1,2,2,1,2,1,0
4674,0,2,1,0,1,1,2,2,1,1
4675,1,1,1,2,0,2,0,2,2,1
4676,1,1,2,2,2,2,1,1,1,1
4677,1,2,1,2,1,2,2,2,1,1
4678,2,1,1,1,2,1,2,1,2,2
4679,2,1,2,2,2,1,1,2,1,0
4680,1,2,1,2,2,2,1,1,2,2
4681,2,1,1,2,1,1,2,2,1,1
4682,1,1,1,1,2,0,2,2,0,1
4683,0,0,1,0,2,1,0,2,1,1
4684,1,2,1,2,2,1,1,1,2,0
4685,2,1,1,2,2,1,2,0,0,2
4686,1,1,1,1,2,2,2,0,0,1
4687,0,0,1,2,0,1,2,0,1,1
4688,2,2,1,1,2,2,2,1,1,0
4689,1,0,2,2,1,0,2,2,1,1
4690,2,1,2,2,2,2,1,1,1,1
4691,1,2,1,1,2,2,1,1,2,1
4692,1,2,2,1,2,1,1,2,2,2
4693,2,0,2,1,1,2,0,1,2,2
4694,2,1,2,1,2,2,1,2,1,0
4695,1,2,1,2,1,1,2,1,2,0
4696,2,2,2,0,1,1,1,2,0,2
4697,1,2,2,1,2,1,1,2,1,2
4698,2,1,1,2,2,2,1,2,1,2
4699,2,1,1,1,2,1,1,2,2,2
4700,1,2,2,2,1,2,1,2,1,1
4701,2,1,2,2,0,1,2,1,0,2
4702,2,2,2,1,2,1,2,1,1,2
4703,2,0,1,2,0,0,2,0,1,2
4704,2,1,2,2,2,1,1,1,1,1
4705,2,2,2,0,0,2,1,1,1,1
4706,1,2,1,2,2,1,1,2,2,2
4707,1,1,1,0,0,0,2,2,0,1
4708,2,2,1,1,1,2,1,2,2,1
4709,1,2,1,2,2,2,2,1,1,2
4710,1,1,2,1,1,1,2,2,2,2
4711,1,0,1,0,2,1,2,2,1,1
4712,2,1,1,1,1,2,2,2,2,2
4713,2,2,2,2,1,1,1,2,1,2
4714,1,2,2,1,2,1,1,1,2,1
4715,0,2,2,2,2,0,1,1,1,1
4716,0,2,1,2,1,1,2,0,1,1
4717,2,2,0,1,2,1,1,2,0,2
4718,1,2,1,1,1,2,2,2,1,1
4719,2,1,2,2,1,1,1,1,2,1
4720,1,2,0,1,1,0,2,2,1,1
4721,1,2,1,1,2,1,2,2,1,1
4722,1,2,1,1,1,2,2,2,2,2
4723,1,2,1,1,1,2,2,1,2,0
4724,1,0,2,1,2,0,1,2,1,1
4725,0,1,2,2,1,2,0,1,1,1
4726,1,2,0,0,2,1,1,2,1,2
4727,2,2,2,1,1,1,1,1,2,1
4728,2,1,1,2,2,1,2,1,1,1
4729,2,1,2,2,1,1,1,2,2,0
4730,1,1,0,2,1,0,2,2,1,1
4731,1,1,2,1,2,1,2,1,2,2
4732,2,1,2,2,1,1,1,2,2,0
4733,1,2,2,1,2,1,1,2,1,2
4734,1,2,1,1,1,2,1,2,2,1
4735,1,1,2,2,2,1,1,2,2,0
4736,2,1,2,1,2,1,2,2,1,2
4737,1,2,2,2,2,1,1,2,1,2
4738,2,2,2,0,1,0,0,0,1,2
4739,2,1,2,2,2,1,1,1,1,1
4740,2,2,1,1,1,2,2,1,1,0
4741,2,2,1,1,2,1,1,2,1,1
4742,2,2,1,1,1,2,2,1,2,0
4743,2,1,2,1,1,2,2,1,1,1
4744,1,2,1,1,2,1,2,1,2,0
4745,2,0,1,1,1,2,1,0,2,1
4746,1,2,2,1,2,1,1,2,1,2
4747,1,2,1,2,1,1,2,1,2,0
4748,0,2,1,2,0,1,0,0,1,1
4749,2,2,1,2,1,1,1,2,2,1
4750,0,2,0,0,2,1,0,2,1,2
4751,2,2,2,1,1,1,1,2,1,1
4752,1,0,2,0,1,0,2,0,1,1
4753,1,0,2,2,0,2,1,1,2,2
4754,1,1,2,1,2,2,1,1,2,2
4755,2,0,1,1,2,0,2,1,2,2
4756,0,1,0,0,1,0,2,1,2,1
4757,2,1,2,1,1,1,2,2,1,1
4758,1,2,2,2,2,1,2,1,1,2
4759,1,2,2,1,1,1,2,1,2,1
4760,2,2,1,0,0,1,0,0,1,1
4761,1,1,2,0,0,1,2,2,2,2
4762,0,0,2,2,2,2,1,1,1,1
4763,2,2,0,2,2,0,1,1,1,1
4764,2,2,2,0,0,0,0,1,1,2
4765,1,2,2,1,2,0,2,0,1,2
4766,2,0,1,2,1,0,2,2,1,2
4767,1,1,1,2,2,2,1,2,1,2
4768,1,2,1,1,2,1,2,1,2,0
4769,2,1,1,1,2,2,2,2,1,0
4770,0,0,1,1,0,0,2,2,2,2
4771,0,1,2,2,1,2,0,1,2,2
4772,2,1,1,2,1,1,2,2,1,1
4773,2,1,1,1,1,2,1,2,2,1
4774,1,2,2,1,1,1,2,2,2,2
4775,2,1,1,1,1,2,2,2,1,0
4776,1,2,1,1,1,2,2,1,2,0
4777,1,2,0,0,2,1,0,2,0,2
4778,2,1,2,2,1,1,1,2,1,0
4779,2,1,2,0,1,0,0,1,0,1
4780,1,1,2,0,0,1,2,2,2,2
4781,2,1,2,1,2,2,1,1,2,2
4782,2,2,2,1,1,2,2,1,1,2
4783,1,2,2,1,1,0,0,2,1,1
4784,2,1,1,1,1,2,2,2,2,2
4785,1,1,2,2,2,1,2,1,2,2
4786,2,1,1,2,1,2,2,1,2,1
4787,0,2,2,1,2,0,1,2,1,2
4788,1,1,2,1,2,1,2,1,2,2
4789,1,1,0,2,2,2,1,0,1,2
4790,2,1,1,2,1,2,2,1,1,1
4791,2,1,1,1,0,0,2,2,2,2
4792,2,2,2,1,0,0,2,1,1,2
4793,1,0,0,1,2,1,1,2,2,1
4794,2,2,1,1,1,2,2,1,2,0
4795,2,1,1,1,2,2,2,1,1,0
4796,2,2,1,1,1,2,2,1,1,0
4797,2,2,1,2,1,2,2,1,1,2
4798,2,2,1,1,2,1,2,1,1,1
4799,2,1,2,2,1,1,2,1,1,1
4800,2,2,2,2,1,1,1,1,2,2
4801,2,1,1,0,2,1,0,1,2,2
4802,2,1,2,0,1,0,2,1,2,1
4803,1,2,2,2,1,2,2,1,1,1
4804,2,2,1,2,2,1,1,1,2,2
4805,2,1,1,2,1,2,1,2,1,1
4806,2,2,1,0,2,0,1,1,2,2
4807,1,2,2,2,1,1,1,2,2,0
4808,2,1,2,2,1,2,2,1,1,1
4809,2,1,1,1,2,2,2,1,1,0
4810,2,1,2,1,1,1,1,2,2,1
4811,2,1,2,1,2,2,1,2,1,0
4812,1,1,1,2,2,2,1,2,2,2
4813,0,2,1,0,1,2,1,0,0,1
4814,1,2,0,1,1,0,1,2,2,1
4815,1,1,1,2,2,2,0,0,2,2
4816,0,2,1,0,2,1,0,2,0,2
4817,2,2,1,0,2,0,1,2,1,2
4818,2,1,2,2,1,1,2,1,2,1
4819,2,2,0,1,1,1,2,1,0,1
4820,2,2,1,1,1,1,2,1,2,1
4821,1,1,1,0,0,0,2,2,0,1
4822,1,2,2,2,1,2,1,1,1,1
4823,0,2,0,0,0,2,1,1,1,1
4824,2,1,1,2,1,2,1,2,2,1
4825,1,1,2,2,2,1,2,2,1,2
4826,1,1,2,2,1,1,2,2,2,2
4827,2,1,2,2,1,1,2,2,1,2
4828,2,1,1,2,1,1,2,2,1,1
4829,1,1,1,1,2,2,2,2,1,1
4830,0,0,2,1,0,2,1,0,2,2
4831,1,2,2,2,1,2,1,1,2,2
4832,2,0,2,2,1,0,2,1,1,2
4833,1,2,1,1,2,1,2,1,2,0
4834,1,2,1,1,2,1,2,2,1,1
4835,1,2,2,1,2,1,1,2,1,2
4836,0,2,2,2,2,0,1,1,1,1
4837,1,1,2,1,1,2,2,2,1,1
4838,2,2,2,1,1,1,1,0,0,1
4839,2,1,2,2,1,0,2,1,0,1
4840,2,1,2,1,1,1,2,2,2,2
4841,1,0,2,1,2,0,2,0,0,2
4842,1,2,2,2,1,1,1,1,2,0
4843,2,2,1,2,2,1,1,2,1,1
4844,1,0,0,0,1,2,2,0,1,1
4845,2,2,2,1,1,0,1,1,0,2
4846,2,0,1,0,0,1,0,2,1,1
4847,1,2,2,1,1,1,2,1,2,1
4848,1,2,2,1,1,1,2,1,2,1
4849,2,1,2,2,1,1,2,2,1,2
4850,2,1,2,2,2,1,1,1,2,2
4851,1,2,1,1,2,1,2,1,2,0
4852,0,2,1,0,1,1,1,2,2,1
4853,0,0,1,2,1,2,1,1,2,1
4854,2,1,2,2,2,1,1,1,1,1
4855,2,1,1,1,2,2,1,2,2,2
4856,2,1,2,1,1,2,2,2,1,0
4857,2,2,1,0,1,2,1,2,0,1
4858,1,0,1,2,1,0,1,2,2,1
4859,1,0,0,1,2,2,1,2,2,1
4860,1,1,2,2,2,1,2,1,2,2
4861,0,0,1,2,1,2,1,0,0,1
4862,2,2,1,1,1,2,2,2,1,0
4863,1,2,2,1,1,2,2,2,1,1
4864,1,2,2,2,1,2,1,1,1,1
4865,2,2,1,1,1,2,1,1,2,1
4866,2,1,2,2,1,1,2,1,1,1
4867,2,0,1,0,1,0,1,0,2,1
4868,2,1,0,1,2,1,0,2,2,2
4869,2,2,2,0,1,1,2,0,1,2
4870,1,1,2,0,2,0,2,1,2,2
4871,2,2,2,1,1,1,2,1,2,1
4872,1,2,2,2,0,0,1,1,1,1
4873,1,0,2,0,1,1,2,2,1,1
4874,1,0,1,0,1,2,1,2,2,1
4875,1,1,2,2,1,2,1,1,2,2
4876,1,2,2,2,1,1,1,1,2,0
4877,1,2,1,1,2,1,2,1,2,0
4878,1,2,1,2,2,2,1,1,2,2
4879,2,2,2,1,0,0,0,1,0,2
