,"(0,0)","(0,1)","(0,2)","(1,0)","(1,1)","(1,2)","(2,0)","(2,1)","(2,2)",Winner
1244,2,2,1,1,2,2,1,1,2,2
1245,2,0,1,1,0,1,2,2,2,2
1246,2,1,1,2,2,2,1,2,1,2
1247,2,1,1,1,2,2,2,2,1,0
1248,0,1,2,0,2,2,1,1,1,1
1249,0,2,0,1,2,1,0,2,0,2
1250,0,0,2,2,0,0,1,1,1,1
1251,1,0,0,0,1,2,2,0,1,1
1252,0,1,1,2,1,2,2,1,0,1
1253,2,2,1,2,2,1,1,1,2,2
1254,1,1,2,0,0,1,2,2,2,2
1255,0,2,1,0,1,1,1,2,2,1
1256,1,2,2,2,1,1,2,2,1,1
1257,1,2,2,1,1,2,2,2,1,1
1258,2,1,1,0,2,2,1,0,2,2
1259,1,2,2,1,1,1,2,1,2,1
1260,1,2,2,2,2,1,1,1,2,0
1261,2,1,2,2,1,2,1,2,1,0
1262,1,1,2,0,0,2,0,0,2,2
1263,2,2,1,2,1,1,1,2,2,1
1264,2,2,2,1,1,2,2,1,1,2
1265,2,1,1,1,2,1,2,1,2,2
1266,1,2,0,1,2,0,1,2,2,2
1267,2,0,2,2,1,0,2,1,1,2
1268,0,1,0,0,1,0,2,2,2,2
1269,2,2,2,1,1,1,0,2,0,1
1270,1,1,2,2,1,2,1,2,2,2
1271,1,2,2,1,1,2,1,1,2,2
1272,2,2,1,1,2,1,1,1,2,2
1273,1,1,1,0,0,2,2,2,2,2
1274,1,2,1,2,2,1,2,1,2,0
1275,1,1,1,1,2,1,2,2,2,2
1276,2,2,1,1,1,2,1,1,2,1
1277,1,2,2,1,1,2,2,2,1,1
1278,1,1,2,2,0,2,1,0,2,2
1279,2,1,1,2,1,1,2,2,1,1
1280,2,2,1,0,1,0,1,0,0,1
1281,1,1,1,2,1,2,2,1,2,1
1282,2,1,1,0,2,1,2,0,2,2
1283,2,1,1,1,2,0,0,2,2,2
1284,0,2,1,0,1,1,2,2,2,2
1285,1,1,1,2,2,2,1,2,2,2
1286,1,1,1,0,2,1,2,0,2,1
1287,1,1,2,1,2,1,2,1,2,2
1288,2,1,2,1,2,2,1,2,1,0
1289,2,1,1,1,2,2,1,2,2,2
1290,1,1,1,2,1,1,2,2,2,2
1291,2,0,1,2,0,1,0,0,1,1
1292,1,2,2,1,1,2,2,1,2,2
1293,0,0,2,1,1,2,0,0,2,2
1294,1,1,1,1,2,2,0,0,2,1
1295,1,2,1,1,2,1,2,1,2,0
1296,1,2,2,2,1,2,2,1,1,1
1297,2,2,1,0,2,0,1,1,2,2
1298,1,1,1,2,1,2,2,1,2,1
1299,1,2,1,2,2,1,1,1,2,0
1300,2,1,1,1,1,1,2,2,2,2
1301,2,2,2,1,0,1,0,2,1,2
1302,1,0,2,0,1,2,1,2,1,1
1303,1,2,0,0,2,0,1,2,0,2
1304,2,2,2,0,0,2,1,1,1,1
1305,0,2,1,2,0,1,0,0,1,1
1306,1,2,1,1,2,2,1,2,2,2
1307,1,1,1,2,1,2,2,2,2,2
1308,1,1,1,2,1,2,0,2,0,1
1309,2,1,1,1,2,2,2,1,1,0
1310,2,1,1,2,2,2,2,1,1,2
1311,1,2,2,1,0,2,1,0,2,2
1312,1,2,2,1,2,1,2,1,2,2
1313,1,2,2,1,1,2,1,2,1,1
1314,1,2,2,1,1,1,1,2,2,1
1315,2,1,1,2,2,0,0,1,2,2
1316,1,1,2,0,2,2,2,1,0,2
1317,0,2,1,1,1,1,0,2,2,1
1318,0,1,0,2,2,2,0,0,1,2
1319,1,0,0,1,2,1,1,2,2,1
1320,1,2,1,0,0,1,2,2,1,1
1321,0,2,1,2,1,0,1,2,2,1
1322,1,2,2,1,1,2,2,2,1,1
1323,1,2,2,1,2,1,1,1,2,1
1324,0,1,1,2,0,1,2,2,2,2
1325,2,1,2,1,2,1,1,2,1,0
1326,2,1,2,1,2,1,1,2,1,0
1327,2,1,2,2,1,1,2,1,1,1
1328,1,2,1,2,1,1,2,1,2,0
1329,1,2,2,2,2,2,1,1,1,1
1330,2,1,2,1,1,2,2,2,1,0
1331,1,1,2,2,2,1,1,1,2,0
1332,2,1,2,1,2,1,2,1,2,2
1333,2,2,1,1,1,2,1,2,1,1
1334,0,1,2,2,2,1,2,0,1,2
1335,2,1,1,1,2,1,2,1,2,2
1336,1,1,1,0,2,0,2,1,2,1
1337,1,1,2,2,2,2,2,1,1,2
1338,2,1,2,1,1,1,2,2,2,2
1339,2,0,0,1,2,1,0,0,2,2
1340,2,1,1,1,2,2,2,2,1,0
1341,1,2,1,1,2,2,2,1,1,0
1342,1,1,2,1,2,1,1,2,2,1
1343,1,1,1,0,2,0,2,2,2,2
1344,2,1,0,1,1,1,0,2,2,1
1345,1,2,2,1,2,2,2,1,1,2
1346,2,0,0,2,2,1,1,1,2,2
1347,1,2,1,2,1,2,2,1,2,0
1348,0,0,1,2,2,1,2,2,1,1
1349,2,1,1,1,2,2,1,2,1,0
1350,2,2,1,1,1,1,2,1,2,1
1351,1,1,2,2,1,2,2,2,1,1
1352,2,1,1,2,1,2,1,2,2,1
1353,1,2,1,2,2,1,2,1,1,1
1354,2,1,2,2,1,2,1,2,1,0
1355,2,1,2,1,1,0,0,1,2,1
1356,0,2,1,0,2,1,2,2,1,1
1357,2,1,2,1,2,1,1,2,2,2
1358,2,2,2,2,1,2,1,1,1,1
1359,1,0,1,0,1,2,2,2,1,1
1360,0,0,1,2,2,2,0,0,1,2
1361,1,2,1,1,2,2,1,1,2,1
1362,2,1,1,1,2,1,2,2,1,1
1363,1,2,0,0,2,2,1,2,1,2
1364,2,2,1,1,2,1,2,1,2,2
1365,1,2,1,2,2,1,1,2,1,1
1366,1,1,2,1,2,2,2,1,1,2
1367,2,0,2,2,0,1,1,1,1,1
1368,1,2,2,1,2,0,0,2,1,2
1369,2,2,1,1,1,2,2,1,2,0
1370,1,2,2,2,1,1,2,1,1,1
1371,1,2,2,2,1,1,1,1,2,0
1372,1,1,1,0,2,2,0,2,1,1
1373,0,2,1,2,1,2,1,2,0,1
1374,2,1,2,1,2,1,2,2,1,2
1375,1,1,2,1,2,1,1,2,2,1
1376,2,2,1,2,2,1,2,1,1,1
1377,2,2,2,1,1,1,2,2,1,1
1378,1,1,2,1,2,1,2,1,2,2
1379,0,1,2,0,2,1,2,1,2,2
1380,2,2,2,1,1,1,1,2,2,1
1381,1,2,2,1,2,2,1,2,1,2
1382,1,2,1,1,1,1,2,2,2,2
1383,1,1,2,2,1,2,2,2,1,1
1384,2,1,0,2,0,1,2,1,1,2
1385,2,1,2,1,2,1,2,1,1,2
1386,2,2,2,1,0,1,1,0,1,2
1387,2,1,1,0,2,1,2,0,1,1
1388,1,1,2,2,2,1,1,2,2,0
1389,2,1,1,2,2,2,2,1,1,2
1390,1,1,2,2,2,1,2,1,2,2
1391,1,1,2,2,1,2,1,2,2,2
1392,1,2,1,1,2,2,2,1,1,0
1393,2,1,1,1,2,1,1,2,2,2
1394,2,2,2,0,2,1,1,1,0,2
1395,2,1,2,1,1,1,2,1,2,1
1396,0,2,1,2,1,2,1,0,2,1
1397,2,1,2,2,1,2,1,2,1,0
1398,2,2,0,2,2,0,1,1,1,1
1399,1,2,1,2,2,1,1,2,1,1
1400,2,1,1,2,2,1,2,2,1,1
1401,1,0,1,0,2,1,2,2,2,2
1402,1,2,0,0,2,0,0,2,1,2
1403,1,1,0,1,0,2,2,2,2,2
1404,0,1,2,0,2,2,1,1,1,1
1405,1,2,1,1,1,2,2,1,2,0
1406,2,0,0,2,2,1,1,1,1,1
1407,1,1,2,1,2,2,1,2,2,2
1408,1,1,1,2,2,2,1,2,1,2
1409,2,0,0,1,2,1,1,2,2,2
1410,1,2,2,2,2,1,2,1,1,2
1411,2,2,2,0,0,0,1,1,0,2
1412,1,2,2,2,2,1,1,1,1,1
1413,2,1,2,2,2,1,1,1,1,1
1414,1,2,1,1,2,1,1,2,2,2
1415,2,1,1,2,2,2,1,2,1,2
1416,0,2,1,1,2,0,2,2,1,2
1417,2,2,2,1,2,1,1,1,1,1
1418,1,1,1,0,0,1,2,2,2,2
1419,1,1,2,1,2,0,2,2,0,2
1420,2,2,0,0,2,2,1,1,1,1
1421,1,2,1,2,1,2,1,2,2,1
1422,2,1,2,2,2,1,1,2,1,0
1423,2,1,1,2,1,0,2,2,0,2
1424,1,1,1,0,0,0,2,2,0,1
1425,2,0,0,1,2,1,1,1,2,2
1426,2,2,1,1,1,2,1,1,2,1
1427,0,0,2,0,2,0,2,1,1,2
1428,1,1,2,2,1,1,2,2,1,1
1429,2,1,2,1,1,1,0,2,0,1
1430,2,1,2,1,2,1,2,1,1,2
1431,2,1,2,2,1,1,2,2,1,2
1432,1,1,2,0,2,0,2,2,1,2
1433,2,0,2,0,2,2,1,1,1,1
1434,0,1,2,1,1,2,0,1,2,2
1435,1,1,1,1,2,2,2,2,1,1
1436,1,1,2,1,2,2,1,2,2,2
1437,1,2,1,1,2,2,2,1,2,0
1438,2,1,2,1,1,2,1,2,1,0
1439,2,1,1,2,2,1,2,1,1,1
1440,2,1,2,2,1,1,1,2,2,0
1441,2,1,1,2,1,1,1,2,2,1
1442,2,1,2,2,2,1,1,1,1,1
1443,2,1,1,2,1,2,2,1,2,1
1444,1,1,2,1,1,1,2,2,2,2
1445,1,1,1,2,2,2,2,1,1,2
1446,1,2,2,1,0,1,1,0,2,1
1447,2,0,2,1,1,2,0,1,2,2
1448,2,0,1,2,2,1,1,0,1,1
1449,1,1,1,2,1,2,0,2,0,1
1450,1,2,1,2,2,2,1,1,2,2
1451,2,2,2,1,2,2,1,1,1,1
1452,1,2,1,1,2,2,2,2,1,2
1453,0,1,2,1,2,1,2,0,1,2
1454,1,1,1,1,2,2,2,1,2,1
1455,1,2,2,2,1,1,2,1,1,1
1456,1,1,2,2,2,1,1,1,2,0
1457,2,2,1,1,1,2,2,1,2,0
1458,2,1,1,2,2,0,1,0,2,2
1459,1,1,1,1,1,2,2,2,2,2
1460,0,1,2,1,2,0,2,1,1,2
1461,1,2,1,2,1,0,2,0,1,1
1462,1,1,2,2,1,2,1,1,2,2
1463,2,0,1,0,2,1,2,1,2,2
1464,1,2,1,1,2,2,2,1,2,0
1465,2,0,1,1,1,0,2,2,2,2
1466,1,1,1,2,0,0,2,2,1,1
1467,2,2,2,2,1,0,1,1,0,2
1468,2,1,2,1,2,1,2,1,1,2
1469,0,1,2,0,1,1,2,2,2,2
1470,2,1,1,1,2,2,2,1,2,2
1471,1,1,0,2,2,2,0,1,2,2
1472,2,2,2,1,0,0,1,0,0,2
1473,2,1,0,2,1,1,0,1,2,1
1474,1,2,2,1,1,1,2,1,2,1
1475,0,1,2,1,1,1,2,2,0,1
1476,1,2,1,1,2,2,2,1,1,0
1477,2,2,1,1,1,2,2,1,2,0
1478,1,1,2,1,2,1,2,2,1,2
1479,2,2,1,1,2,2,1,2,1,2
1480,2,1,2,1,1,2,2,2,1,0
1481,2,2,1,2,0,1,2,1,0,2
1482,0,1,1,2,2,2,1,1,0,2
1483,2,1,1,1,2,1,1,2,2,2
1484,2,1,2,2,1,1,2,2,1,2
1485,2,1,2,1,1,1,1,2,2,1
1486,2,0,0,0,2,0,1,1,2,2
1487,1,1,2,1,1,1,2,2,2,2
1488,0,0,2,1,1,1,2,2,2,2
1489,2,2,1,1,1,2,2,1,2,0
1490,2,2,1,1,1,2,2,1,2,0
1491,1,1,1,2,2,1,2,2,1,1
1492,2,1,1,1,1,2,2,2,2,2
1493,2,2,1,1,1,2,1,2,1,1
1494,1,2,2,1,2,1,2,1,1,2
1495,1,2,2,2,1,2,1,2,1,1
1496,1,0,1,1,2,0,1,2,2,1
1497,1,2,1,2,1,2,1,2,2,1
1498,1,2,1,1,2,1,2,2,1,1
1499,2,2,2,1,1,1,2,1,2,1
1500,2,2,2,1,0,0,0,1,0,2
1501,2,1,2,1,2,1,2,1,2,2
1502,1,1,2,0,1,2,0,2,1,1
1503,1,1,2,1,2,2,2,1,1,2
1504,1,1,2,1,2,1,2,1,2,2
1505,1,2,2,2,1,1,1,1,2,0
1506,2,1,2,1,1,1,1,2,2,1
1507,1,1,2,2,2,1,1,2,1,0
1508,2,2,1,1,1,1,1,2,2,1
1509,2,2,1,2,1,2,1,0,0,1
1510,1,2,1,2,1,2,2,1,2,0
1511,2,0,0,0,2,1,0,1,2,2
1512,1,2,0,1,2,2,1,2,0,2
1513,2,0,2,2,2,0,1,1,1,1
1514,1,1,2,1,1,2,2,2,1,1
1515,0,0,0,0,1,1,2,2,2,2
1516,1,2,2,2,1,2,1,2,1,1
1517,1,0,2,1,1,0,1,2,2,1
1518,2,0,1,2,0,0,2,0,1,2
1519,2,2,2,1,1,1,2,2,1,1
1520,1,2,1,1,2,1,2,2,2,2
1521,0,0,2,0,2,1,2,1,0,2
1522,1,1,1,2,1,2,2,1,2,1
1523,2,1,1,2,1,2,2,1,1,1
1524,2,1,2,2,2,1,1,2,1,0
1525,1,2,1,2,2,1,2,1,2,0
1526,2,0,1,0,2,0,1,0,2,2
1527,1,0,2,1,0,1,1,2,2,1
1528,2,1,1,2,2,2,1,1,2,2
1529,2,0,2,2,1,0,2,1,1,2
1530,1,2,0,1,0,2,1,2,1,1
1531,1,2,2,1,1,1,2,2,2,2
1532,1,1,1,2,2,2,1,2,2,2
1533,2,1,1,2,2,2,1,1,1,1
1534,2,1,1,1,2,1,1,2,2,2
1535,2,1,2,2,1,2,1,2,1,0
1536,1,1,2,2,1,2,1,2,2,2
1537,1,0,2,0,0,2,1,0,2,2
1538,1,0,2,0,1,0,2,0,1,1
1539,1,1,2,2,2,1,1,1,2,0
1540,1,2,2,1,1,1,2,1,2,1
1541,2,1,2,1,2,2,1,2,1,0
1542,2,1,2,1,2,2,1,2,1,0
1543,2,1,2,1,2,1,1,2,2,2
1544,1,1,2,1,1,1,2,2,2,2
1545,2,2,1,1,1,1,1,2,2,1
1546,2,1,0,2,1,1,2,2,0,2
1547,1,1,2,2,1,2,1,2,2,2
1548,1,0,2,1,2,0,1,2,1,1
1549,1,2,2,2,1,1,1,2,1,1
1550,2,0,1,0,2,1,0,0,2,2
1551,0,1,0,2,2,2,1,2,1,2
1552,1,2,1,2,1,2,1,2,2,1
1553,2,0,2,1,2,0,1,1,2,2
1554,2,1,2,1,2,1,1,2,1,0
1555,1,2,0,1,1,2,1,0,2,1
1556,1,0,0,1,1,2,2,2,2,2
1557,1,2,1,1,1,2,2,1,2,0
1558,1,1,2,2,2,1,1,1,2,0
1559,1,2,2,2,2,1,1,1,2,0
1560,2,1,2,1,1,2,1,1,2,2
1561,1,2,2,1,1,2,2,2,1,1
1562,0,0,2,1,2,1,2,1,1,2
1563,2,0,1,2,1,0,1,0,0,1
1564,1,2,1,0,2,1,2,0,1,1
1565,2,1,2,1,2,2,1,1,2,2
1566,2,0,1,0,1,1,1,2,2,1
1567,1,1,2,1,2,1,2,1,2,2
1568,1,2,1,1,1,1,2,2,2,2
1569,2,1,2,1,2,2,1,2,1,0
1570,2,2,2,0,1,2,1,0,1,2
1571,1,0,2,0,2,1,2,1,1,2
1572,1,2,1,2,1,2,2,1,2,0
1573,0,1,1,2,2,2,2,1,0,2
1574,1,1,2,1,2,2,1,1,2,2
1575,1,0,2,0,1,2,2,1,1,1
1576,2,1,1,1,2,2,1,1,2,2
1577,2,2,1,2,2,1,1,2,1,1
1578,1,2,0,0,1,1,2,2,1,1
1579,2,1,2,1,1,2,2,2,1,0
1580,2,0,1,2,2,0,1,1,1,1
1581,0,2,1,2,1,2,1,1,0,1
1582,1,1,2,1,1,2,2,2,1,1
1583,1,2,2,2,2,1,2,1,1,2
1584,1,1,2,2,2,1,2,1,2,2
1585,0,2,1,0,2,2,1,2,1,2
1586,1,2,2,2,1,1,1,1,2,0
1587,1,2,2,2,1,1,2,1,2,0
1588,2,2,1,1,2,2,1,1,2,2
1589,1,1,2,0,2,2,2,0,1,2
1590,1,2,1,0,2,0,0,2,0,2
1591,1,2,1,2,2,1,2,1,1,1
1592,1,2,2,1,0,2,1,2,0,1
1593,1,2,2,2,1,2,2,1,1,1
1594,1,2,2,1,1,2,1,1,2,2
1595,0,2,0,2,0,0,1,1,1,1
1596,1,0,2,1,2,2,2,0,1,2
1597,2,1,0,1,2,0,0,0,2,2
1598,2,2,2,1,1,2,2,1,1,2
1599,0,1,1,2,2,2,0,1,1,2
1600,2,2,1,1,2,1,2,1,2,2
1601,2,0,2,1,1,1,1,0,2,1
1602,1,1,2,2,1,1,1,2,2,0
1603,2,1,0,0,2,2,1,1,1,1
1604,1,2,2,0,1,0,0,0,1,1
1605,1,2,2,0,1,1,0,2,1,1
1606,1,0,2,0,1,2,0,0,2,2
1607,1,1,2,2,1,1,1,2,2,0
1608,2,2,1,0,1,1,2,0,1,1
1609,2,1,1,2,1,0,1,0,2,1
1610,0,0,1,2,2,2,1,2,1,2
1611,1,2,1,2,2,2,1,1,1,1
1612,2,2,2,1,2,0,0,1,1,2
1613,1,2,0,2,2,1,0,2,1,2
1614,2,2,1,0,1,0,1,0,0,1
1615,0,1,1,1,1,0,2,2,2,2
1616,1,1,2,2,2,1,1,2,1,0
1617,1,1,2,2,2,1,2,2,1,2
1618,0,0,1,1,1,2,2,2,2,2
1619,2,2,1,1,1,2,2,2,1,0
1620,2,2,2,2,1,1,1,1,2,2
1621,1,1,2,2,1,2,2,2,1,1
1622,1,1,2,2,1,2,2,1,1,1
1623,2,2,2,0,1,0,0,0,1,2
1624,2,0,2,1,2,0,1,1,2,2
1625,2,2,1,1,1,1,2,2,2,2
1626,1,2,2,0,1,2,0,1,1,1
1627,1,1,2,1,1,2,2,2,1,1
1628,1,2,1,1,2,1,2,2,1,1
1629,1,2,1,2,1,2,1,2,2,1
1630,2,0,0,0,2,1,0,1,2,2
1631,0,2,1,0,1,0,1,2,0,1
1632,1,1,0,1,2,0,2,2,2,2
1633,2,1,1,1,1,2,1,2,2,1
1634,2,2,2,2,1,2,1,1,1,1
1635,2,2,1,2,1,2,1,1,2,1
1636,1,0,2,1,0,2,1,1,2,2
1637,2,1,1,2,1,2,2,1,1,1
1638,1,1,1,1,2,2,2,1,2,1
1639,1,2,1,1,2,1,2,2,1,1
1640,1,1,2,1,0,2,0,2,2,2
1641,1,0,2,1,2,2,0,1,2,2
1642,1,1,2,2,1,1,2,2,2,2
1643,1,1,2,2,2,1,1,2,2,0
1644,2,1,2,2,1,1,2,2,1,2
1645,0,0,0,2,2,2,1,1,0,2
1646,1,1,2,1,2,2,2,2,1,2
1647,1,1,1,2,0,2,1,2,0,1
1648,1,1,2,1,2,2,2,1,1,2
1649,2,1,1,2,2,1,1,2,1,1
1650,1,2,2,2,1,1,1,1,2,0
1651,1,2,2,0,1,0,0,0,1,1
1652,2,2,2,2,1,2,1,1,1,1
1653,1,0,0,2,2,2,2,1,1,2
1654,2,2,1,2,1,2,1,2,1,1
1655,2,1,2,2,1,0,2,0,1,2
1656,1,2,1,0,1,0,2,2,2,2
1657,2,2,2,1,1,1,1,2,1,1
1658,0,0,1,0,1,0,1,2,2,1
1659,1,2,1,2,0,1,0,2,1,1
1660,1,0,0,2,1,0,2,0,1,1
1661,2,1,0,2,2,0,1,1,1,1
1662,2,1,2,1,1,2,2,2,1,0
1663,2,2,2,1,2,1,1,1,1,1
1664,1,1,2,2,1,1,2,2,1,1
1665,1,2,1,2,2,1,1,2,2,2
1666,2,2,2,1,2,1,2,1,1,2
1667,1,0,0,1,0,2,1,2,0,1
1668,2,2,1,1,2,1,2,2,1,1
1669,2,1,2,0,1,1,2,1,0,1
1670,1,2,1,2,2,1,1,1,2,0
1671,1,0,2,1,0,0,1,0,2,1
1672,2,2,1,2,1,1,2,1,2,2
1673,2,2,2,2,2,1,1,1,1,1
1674,2,1,2,1,1,1,2,2,2,2
1675,0,2,1,2,2,0,1,1,1,1
1676,1,1,1,2,2,2,1,2,2,2
1677,2,1,1,1,2,2,1,1,2,2
1678,2,1,2,2,1,1,2,1,1,1
1679,1,2,1,1,1,2,2,1,2,0
1680,2,1,1,1,2,2,2,1,1,0
1681,1,0,0,1,1,2,2,2,1,1
1682,0,1,0,2,2,2,1,0,0,2
1683,0,2,0,0,0,2,1,1,1,1
1684,1,2,2,1,2,1,2,1,2,2
1685,2,2,1,1,1,0,1,0,2,1
1686,1,1,1,2,2,0,0,0,0,1
1687,2,1,2,2,1,1,2,1,1,1
1688,2,2,1,1,2,2,2,1,1,0
1689,2,1,0,0,2,2,1,1,2,2
1690,2,2,2,1,1,2,1,2,1,2
1691,1,1,2,2,1,2,1,2,2,2
1692,1,2,1,2,1,1,2,2,2,2
1693,0,1,2,1,1,0,2,2,2,2
1694,2,1,1,2,2,1,1,2,2,2
1695,2,2,1,1,2,2,1,2,1,2
1696,0,0,2,2,0,0,1,1,1,1
1697,1,1,2,2,1,0,2,0,1,1
1698,1,1,1,1,2,2,2,1,2,1
1699,2,1,2,1,2,2,1,2,1,0
1700,2,2,0,1,1,1,2,2,0,1
1701,0,1,2,0,0,2,0,1,2,2
1702,1,2,2,2,1,2,2,1,1,1
1703,2,1,0,0,1,0,2,1,0,1
1704,2,0,1,0,1,1,2,2,1,1
1705,1,2,2,2,2,2,1,1,1,1
1706,0,2,0,2,0,0,1,1,1,1
1707,2,1,1,1,2,2,2,1,1,0
1708,2,2,2,1,1,2,1,2,1,2
1709,1,2,2,1,2,1,2,1,2,2
1710,0,1,0,2,2,2,0,0,1,2
1711,1,1,0,0,1,2,2,2,1,1
1712,1,1,2,2,2,2,2,1,1,2
1713,1,1,1,2,2,2,0,2,0,2
1714,1,1,2,0,1,2,0,2,1,1
1715,1,2,1,1,2,2,2,2,1,2
1716,1,0,2,2,2,0,2,1,1,2
1717,2,0,1,2,1,2,2,1,0,2
1718,1,2,1,2,2,1,1,2,1,1
1719,1,0,0,2,2,2,1,1,1,1
1720,1,1,0,1,0,2,2,2,2,2
1721,2,1,2,2,1,2,2,1,1,1
1722,1,0,2,1,2,0,2,2,1,2
1723,1,2,1,1,1,2,2,2,2,2
1724,2,1,1,0,2,1,0,2,2,2
1725,2,2,1,2,1,2,2,1,1,2
1726,2,0,0,2,0,0,2,1,1,2
1727,2,1,1,2,1,1,2,2,1,1
1728,2,0,1,0,0,1,0,2,1,1
1729,1,1,2,2,1,1,2,1,2,1
1730,1,2,0,1,0,0,1,2,0,1
1731,2,1,2,1,1,2,2,1,1,1
1732,1,1,1,0,2,0,2,1,2,1
1733,1,2,1,1,2,2,1,2,2,2
1734,1,1,2,2,1,2,1,2,1,1
1735,2,2,1,1,1,2,1,2,2,1
1736,1,2,1,2,1,1,2,2,2,2
1737,1,1,2,2,2,1,2,1,1,2
1738,2,2,1,1,2,1,2,1,2,2
1739,2,1,2,2,0,0,2,1,1,2
1740,2,2,2,0,1,2,0,1,1,2
1741,1,1,2,2,1,1,2,2,2,2
1742,1,1,1,0,2,2,2,0,2,1
1743,2,1,1,2,1,2,2,2,1,2
1744,1,1,0,1,0,1,2,2,2,2
1745,2,1,1,0,1,2,1,0,2,1
1746,0,1,0,2,2,2,1,1,2,2
1747,1,0,1,0,2,1,2,2,2,2
1748,2,0,0,0,2,0,1,1,1,1
1749,1,1,1,0,2,2,0,0,0,1
1750,2,1,0,1,2,1,1,0,2,2
1751,1,2,1,2,2,1,1,1,2,0
1752,2,2,1,1,1,2,2,1,1,0
1753,1,1,2,2,2,1,1,1,2,0
1754,2,1,2,2,1,1,1,2,1,0
1755,2,1,2,2,2,1,1,2,1,0
1756,2,1,2,1,2,2,1,1,1,1
1757,1,1,1,2,2,1,2,1,2,1
1758,2,1,2,1,1,0,0,1,2,1
1759,1,1,1,2,0,2,2,0,1,1
1760,0,0,1,0,2,1,2,0,1,1
1761,2,1,0,2,2,2,1,0,1,2
1762,1,1,1,2,2,2,2,2,1,2
1763,0,0,1,1,1,2,2,2,2,2
1764,2,1,2,1,1,2,1,1,2,2
1765,1,2,0,1,2,2,1,1,0,1
1766,2,2,1,1,1,1,2,2,1,1
1767,2,1,0,1,0,1,2,2,2,2
1768,1,2,2,2,2,1,1,1,1,1
1769,1,1,2,2,1,1,2,2,2,2
1770,2,1,2,1,1,2,2,2,1,0
1771,1,2,2,2,1,2,1,1,2,2
1772,2,2,1,1,2,1,2,1,2,2
1773,2,1,2,0,2,0,1,1,2,2
1774,2,2,1,2,1,2,2,1,1,2
1775,2,1,1,1,1,2,1,2,2,1
1776,2,0,0,2,1,0,2,1,0,2
1777,1,2,0,2,1,2,1,0,1,1
1778,2,1,0,2,1,2,1,1,0,1
1779,2,2,2,0,0,0,1,1,0,2
1780,1,2,1,0,2,2,1,2,0,2
1781,2,1,0,0,1,0,0,1,2,1
1782,1,1,2,0,1,2,2,1,0,1
1783,1,1,2,2,2,2,1,0,0,2
1784,1,1,1,2,1,1,2,2,2,2
1785,1,2,2,2,1,2,2,1,1,1
1786,2,0,1,2,1,1,2,2,0,2
1787,1,2,2,1,1,2,2,2,1,1
1788,1,1,2,2,0,2,1,0,2,2
1789,2,0,1,2,1,2,2,1,0,2
1790,2,2,0,2,0,1,2,1,1,2
1791,2,1,1,2,2,2,1,2,1,2
1792,0,2,1,0,2,2,1,2,1,2
1793,2,2,1,1,1,2,2,1,1,0
1794,2,2,2,0,0,1,0,1,0,2
1795,1,2,1,2,1,2,2,1,2,0
1796,0,2,2,1,1,1,0,2,2,1
1797,1,2,2,2,1,2,1,1,2,2
1798,0,2,0,1,1,1,2,0,0,1
1799,1,1,1,1,0,2,2,0,2,1
1800,1,2,1,1,2,1,0,2,0,2
1801,1,1,0,2,2,2,0,2,1,2
1802,0,1,0,2,1,2,1,1,2,1
1803,2,2,1,1,1,2,1,2,2,1
1804,2,1,0,0,1,0,0,1,2,1
1805,2,0,1,1,1,0,1,2,2,1
1806,2,1,1,2,2,1,1,2,1,1
1807,1,0,0,2,1,1,2,2,2,2
1808,2,2,1,1,0,1,0,2,1,1
1809,2,2,2,2,2,1,1,1,1,1
1810,1,1,1,0,2,2,1,2,0,1
1811,2,1,1,1,0,0,2,2,2,2
1812,2,2,2,2,2,1,1,1,1,1
1813,2,2,2,1,1,2,1,1,1,1
1814,0,2,1,1,2,0,2,2,1,2
1815,1,1,0,0,1,2,2,2,2,2
1816,2,1,2,2,1,0,0,1,1,1
1817,2,1,2,1,2,1,2,1,2,2
1818,2,0,1,2,2,1,1,0,2,2
1819,2,1,2,0,1,2,0,1,2,2
1820,2,2,1,2,2,1,1,2,1,1
1821,2,1,1,1,2,1,2,1,2,2
1822,2,0,1,2,1,0,2,1,1,2
1823,2,0,1,0,2,1,1,1,2,2
1824,0,0,2,1,1,2,2,1,2,2
1825,1,1,2,1,2,0,2,1,0,2
1826,1,0,2,1,2,0,1,2,1,1
1827,1,1,2,1,1,2,2,2,2,2
1828,0,2,0,1,1,1,2,1,2,1
1829,1,1,1,2,1,0,0,2,2,1
1830,1,2,2,2,1,1,0,0,1,1
1831,2,1,2,1,1,2,2,2,1,0
1832,1,1,2,2,1,2,2,2,1,1
1833,1,1,0,2,2,2,0,0,0,2
1834,1,2,2,2,1,2,0,0,1,1
1835,1,2,1,2,2,1,1,2,1,1
1836,2,2,1,2,1,1,1,2,2,1
1837,2,1,0,2,0,1,2,0,0,2
1838,2,1,1,1,2,2,2,2,1,0
1839,1,2,0,2,2,0,1,2,1,2
1840,1,2,0,1,2,2,0,2,1,2
1841,2,2,2,0,1,1,0,1,1,2
1842,1,0,1,2,0,1,2,2,1,1
1843,0,0,2,1,0,2,1,0,2,2
1844,2,1,1,1,1,2,2,1,2,1
1845,2,2,1,1,1,1,2,1,2,1
1846,2,2,1,1,2,2,1,2,1,2
1847,2,1,2,2,1,2,1,2,1,0
1848,1,1,1,0,2,2,2,0,2,1
1849,1,1,2,1,2,1,2,2,2,2
